"Indicator type","Indicator","Description"
"FileHash-SHA1","8aad997198a54fa5a37bf26d1d6f12c25a4b91fa","SHA1 of 388d48e020cc282673f27595a4e1b11905f986c5428526320a6fcb431fd0ec65"
"FileHash-SHA1","58d82238850818bf429943caac7945c190387d79","SHA1 of 3a04bf4a5b6aa13200aab81e27c3393cee55f2ec3cdcdb4f2ff4daa296572ae2"
"FileHash-SHA1","74f021ff219929ba0acd2a3093aff17cacad8b6d","SHA1 of 3c9bd5a8fb1a6a386c272675d5256d4497927828609d460f40ffc1a5a6f24052"
"FileHash-SHA1","406ffc4806606a80a719568d044fdfa97e473058","SHA1 of 3ea90304b414816231520623aea45f5477d92734e529cc055ad9c33d10e33e16"
"FileHash-SHA1","a47a8d9c4d9c81f1388cf6f25f550e30241fcfdd","SHA1 of 3eec7d0376c7493bd42e80efc6fe5441eb3416bdce983754c9b7fd738cfd8376"
"FileHash-SHA1","bcf8d7b5691feb5631996a13c0c84b33a307f246","SHA1 of 3f85c6fd294cad47cd5f9e5a2153d6ea3f8a96228e8663edf4eb52fe7e6d2e52"
"FileHash-SHA1","a4c7427f6124d50c00772d2427e5735d65d30f80","SHA1 of 44bf8e5add9b93074848f4ad6a26c71e790d49cfca270c765f09191b9d5aec3c"
"FileHash-SHA1","927db6212d09d98aa23b69da128c3470dd56bd5e","SHA1 of 44e5a6853f6edfc31b31f0487d427ff85ef00bdb324335b13a19e3aad0d221a7"
"FileHash-SHA1","55c4dc417effaa610fe48b47a41af4eb91cbf8cf","SHA1 of 48ff5a739a6704083b5523314e1d3e8c1afefadbf423b19a3aa7e90476359d8d"
"FileHash-SHA1","47ade10315f3dd47364a6fcc8f14b5cffe46a236","SHA1 of 4d863a615050d71f6ce00f9f49b747327c057f166fb4ca43cb27d6ebd2ee6204"
"FileHash-SHA1","a971f045a487775a585a5d8e300b9f4245045793","SHA1 of 5347458dfb4e3976503aac855d0cea578c9bac2ed21c6777b7dbc989c36e1be9"
"FileHash-SHA1","571e015eed7e6d11c79d0efeca666d58e7bf07de","SHA1 of 5686dca7b4baf289a943c1ec9ee8def9750659146c273a762b5c15c9805b9dc0"
"FileHash-SHA1","255b03403a63cad5f27b630a59b4dc89747ca8ae","SHA1 of 56dd9f1a4bf9969d9f19e00d8f24465df9a5d7967bc36c201e0bf29d4a81aabc"
"FileHash-SHA1","e7a562e57e19452cf6a3e861db647cc5135d0f97","SHA1 of 57f8c73409c97d51369aa4d10ceb98469c86f998181c727ba38f3b26fbe57bac"
"FileHash-SHA1","9750b88b0f2d9cb53b007ba60212f9b165aaea53","SHA1 of 583771ce7652c0af2a0a2a844acbef673a26b02b0319326c996b59591a7c61c8"
"FileHash-SHA1","953b8382e900ab387cd1b11813fbf3b3f0ee2be0","SHA1 of 58d9b8a622a211bbfa9cfe82d49b94577bd93ffb7c11b467ca9648c70a9cb7f3"
"FileHash-SHA1","6c63acb4df2bfa10051b8101adc26574eee0e104","SHA1 of 5ad1ace53112cfeb6380b759a4d567a68c0a1991868e7ae2ae047b32ceef3a52"
"FileHash-SHA1","c8bb1d485ffc0fc2a50cdfce0b66cccd4d29a0c8","SHA1 of 5b849affd1e6450b94f1e76a5c3d419ec0c395a5a912759b9685f0bb68be5a1d"
"FileHash-SHA1","310ebc3ad171bd764b17e61ce02c4f31dcc740ba","SHA1 of 5bd3256e679c62778f784c3694a8837ec35dff34207e1eeae400fcff4b7ee220"
"FileHash-SHA1","f796e218596d975b31ac6f5d3912022120eb3b00","SHA1 of 5f2bf272924c37c84b57285b042379fce278c353c64cb0904af8213d6ce51ea4"
"FileHash-SHA1","1ac2d79601181d10bdb3eedded41d8a0d8e4694c","SHA1 of 61ac13407b4d454a29027909a6f1bf1a75aa8a468aad58967204b392f63f48bc"
"FileHash-SHA1","1d91c0e0a1a51a95e1e12e168d1e4c5eb4b6c974","SHA1 of 621c4ac09e693effb55dec1712d2e18bf8bd2e941f464cb0a5bd4a0e4828dd02"
"FileHash-SHA1","7c455812a3eae12a20c33382c48c4fd5bf2123aa","SHA1 of 6300f7def3f49c36d0d6bb2bad5b0d3d32e8f33d5a5c6b60f0c8866f929c91fc"
"FileHash-SHA1","09d1ce7fb47cfd35eb603132026a03d4679a389d","SHA1 of 63cd6819ab6951926602476e80f198d2e729caa31161bda9bf30e398243ead1c"
"FileHash-SHA1","f307ef34f65d6b23b73cd9a066cf153720e5e8e1","SHA1 of 64bcb88885008938e0d058d6d2aef2da7f440e004210e43235298515c972a8f5"
"FileHash-SHA1","d735c0b5ed474c5e76926daa053104a293c0d15c","SHA1 of 64d710ddc9ae4377229d9f065d3b9fe600336e97b4b28e39106263a0e576e7bd"
"FileHash-SHA1","b66ae038523255035c7002a211813988b8606654","SHA1 of 66a97897c8c5df537cbd94525349098efcdc8fcdc466889970506f5dd49f9c7b"
"FileHash-SHA1","a4ffdcfac6db5bb465da9c7a0ac192305d827555","SHA1 of 685a7e3b2de03e3df51f6d5a66bfc8db5b65f61d6df3c8665e2ae058092b5f54"
"FileHash-SHA1","d78108289be68abeb6b658fb6491ca84624479c5","SHA1 of 6c5e72177d948f4a4e8407281742704991da5b3661ceae91905af3ee0c7712f5"
"FileHash-SHA1","9ef34d97673671b432fe615a0d1302e90cb50ac5","SHA1 of 6f6ac0add365cc03c594f27f813902038d9cdbf9cc40d0f8a2b2cc2d85fa2a0e"
"FileHash-SHA1","74141e14a3bf28edf35395180aa8a86134f12191","SHA1 of 7823d78ec75de6d8a0af3ccc05d31720480b2132e698f4e95b92d0d12c9e4815"
"FileHash-SHA1","6e19dcb7e4db2e88aeab4eea67d329277fff1f28","SHA1 of 79672af021188a5dfac6159ddb5f71df5922e5bb6477d6abdb0be74c1297813a"
"FileHash-SHA1","089d17c5bf92f7fb6a57e2d9010e070fe917b38e","SHA1 of 79b44bfce73436ceeb13459f7960766263def8ae646e1ec95388fc984a2336b8"
"FileHash-SHA1","9d5508edda682542aa5fcb54b102847752337b76","SHA1 of 7ac31cb010f7a8b9e42011ecfd6fa761a19c7f8c1bda3089e72331e692e15b5c"
"FileHash-SHA1","f06d44f31d0cfd6372149748536161a3c09a7ce0","SHA1 of 7afc93942967cd33adaf42f4247d50b6db996eb79f452cf3f095fba5b8305035"
"FileHash-SHA1","5299f177501446cd7dec4fefd7dac391c87f7252","SHA1 of 7cc3a17f0c628b5024dcd1efc15de28f8ee342337840882d766487d4f9643550"
"FileHash-SHA1","f1c17726412bbd491ff45475e105b07ffd48cce2","SHA1 of 7ce6363085ad657cecea37016758797bb0b9a89511b597d2631dfe8865451986"
"FileHash-SHA1","f1186498856950af38516b005383016a81259184","SHA1 of 7ddc6cca06dbfdd8e81a077563386104609160e8f7b974b807786adf98909239"
"FileHash-SHA1","86ffc26c8daec541c54dd41cff9ccae695bd9c9d","SHA1 of 7e985e1d7da081bfeb1848e8824637329c61a7ae06c0670ced2d63ea62e57be5"
"FileHash-SHA1","26ef5b98d0f34a519a869976500059549f6090b0","SHA1 of 822d98f9cf58e38069ae6cd7eaedd9966c417f0b637a2ae696df3340623cc2ed"
"FileHash-SHA1","4686bb80d181f959edc992d29194dd4aaa7b52a1","SHA1 of 8238bf623caccef3e4b08236f13d94d090a61b4ed0af51cdaa41273b59385e33"
"FileHash-SHA1","897834ce92e37de11ea3040761f001d7a36f3668","SHA1 of 835fedd69eff9ca0733877fc80ec77d63a086f4ca1f77b9e2e8a619ac7943fc9"
"FileHash-SHA1","e1b07d2e1613a24789f2e5660e6a9f21d4ce57af","SHA1 of 8a3f17ba6222c70be596979cb6b67ab07e02df41d62662dae870d52fd7df2ee3"
"FileHash-SHA1","0ad8dc4a689c1e03eb64007f3d57795740607a5b","SHA1 of 8ce66ddae9afea82075c7ec44100213ba3f975c90bcdf8e6463948868831b39e"
"FileHash-SHA1","8ca03d7ba733eb9f345af295a08a98af672ded07","SHA1 of 926d1075cb3914cb99a19408433ebe956a3f82e7a489554f00be97cf5df44edc"
"FileHash-SHA1","0dcc06ac024aeea131f4b2e0931a5142e026a86c","SHA1 of 95116a39f0f3bc265a507583e1fa265e19f0f0f6650d18c71e375e2b88384632"
"FileHash-SHA1","7ebce8602dc95ade76fd00a5e4cab5b2ae82ccfe","SHA1 of 9576c6c8ee10e85205130e0c31e50cfbd6843abe5ee4a5d83ccde901a6c52f85"
"FileHash-SHA1","40154daf7399a1c1313097032262cce252b6db66","SHA1 of 9ab290041ac26038d1f5ecfff18764bef968828fab787c489758245f588b72bb"
"FileHash-SHA1","a34d9f7014ecc741dcfa56289a72a1120a48950e","SHA1 of 9c69aef80ad07231dbcf2f63423c70bece1c8e5c869aa39a358fa1451a64887c"
"FileHash-SHA1","31f7eb0bc62964d7b4f9714196a686e2b5494474","SHA1 of 9defe2416e88ce705ee8db06d2f8fc9a6572c3c102257b992f93ee82455bd3f4"
"FileHash-SHA1","bed2d1565e3e93484a26acff3264eec72a14dd0f","SHA1 of 9f7dfee8506c11150a509aa8eb1c9d4d4691c0ac956582e8810dc19938f980b6"
"FileHash-SHA1","f0c041c8dda8e1974a30c20258feab110746338b","SHA1 of 9fd3d72f3b04bff44b1539cf8bedd1009d8271846fdada65d89b0577ee86bd38"
"FileHash-SHA1","85ccacfdada52c86ff658ac13b517234a5eee82c","SHA1 of a0668040b23de32c2b932ce2543d55c3d8af877cee255bfac83c3f344fed4e69"
"FileHash-SHA1","b1b142d9b50006252f8b1c203c14106d8e593931","SHA1 of a7d94bd57046699f484c57a9b8f37f1e28f7fa1ee9a3b8455e8e69467871d151"
"FileHash-SHA1","0e2dd208c0ffba7066f907996ace4d64fa065020","SHA1 of a7f1e895c485f01c55f6af3bf9f29446446896a09f27c8122f20c84932269861"
"FileHash-SHA1","f99e2acb52cdd8195b4cd1b2ef283df519449705","SHA1 of a839fee5fe1995b65dc177fdd7a6ebd3c8e57962fbbf024bce7d732631d04e3a"
"FileHash-SHA1","aed0692d619351d12eeab6a95318ed141f3673c3","SHA1 of b0afda241aa2367a8de37248ce3652feca45ce9a403adfe4791ab36cbce6bcfb"
"FileHash-SHA1","227439c582827a9518476feec1b59cdfecff9d4a","SHA1 of b157c7c6ed62468c0c7e8ea454203626a41ef49b3248bd04af7c4cd9928292a8"
"FileHash-SHA1","b7f8551dbce1cd5a82710392a6e719d1ecb9296b","SHA1 of b4d00546eb6dff57bb09fe71890ef753f5c8907695a6b8acd4f5d993299bfa25"
"FileHash-SHA1","71595c6e267164f676bc02a5eb34f21735b42fab","SHA1 of bb6e6f187d3fbabe98816aa24041791650cf5f2f3d2f41465a06867d2b047243"
"FileHash-SHA1","9ca1b67b36a34e41a0de850bfa5ce7217114b483","SHA1 of bb81f43175445a40a6da6329113735cc660d43a1fa551387ab058729e60343e1"
"FileHash-SHA1","903ff2d0788dd8efa603cb551c11dd75f508e56c","SHA1 of bf56696c2fc8756d47e21102675c00f377a59b07334f2333e9c12327a38a3c11"
"FileHash-SHA1","b97ed151ce9269c571d7415793c80c042a6a8691","SHA1 of bfee1a095e1f456c42116a3dfceebd155562c401fefb62a00bb0096d1f983dd2"
"FileHash-SHA1","ae9fa6efc829247ba2e7840b8a8c75502b9ea471","SHA1 of c1e3f41dc63f5ac5b88c869a9f70c06f3a4fac1d76c66bc6745d58a7fac2ca81"
"FileHash-SHA1","c7e3deba24575154c64ec04899afa9f853ec77f2","SHA1 of c2786e2d30785b5fe60c256f8a04ef03f3791e2e9c947303b500b1bc7569ce6a"
"FileHash-SHA1","72ee79370f69e901d1d845a28db82a972df22c3e","SHA1 of c3934083dd0b4bf74d9dee1d9853c32258300353bc9eeec91c80fa96fc991f99"
"FileHash-SHA1","899aa169aa55443a5ce9c6dcf450eae4860a983a","SHA1 of c60bf9c9352d7cb1a8da450c8774b693eeac64eb452e6ed38b9b8f4736fbc6ef"
"FileHash-SHA1","0bd8e22b9b63887d47b04214b2817b5c660e8091","SHA1 of c785f62bdd090ee3adb978bb431496e5d84ccfbe4351d8980f4c97bf4dd427d6"
"FileHash-SHA1","67a796e7ae88bce741b8fe4e53f0df17f1c5ba6c","SHA1 of cbfc4849e62429c47ae1dcdf8f574495018912d2d4151c75efad5c2d669d5b4b"
"FileHash-SHA1","4486a2a3a36e9910cc645b3b64b0de362d5359cb","SHA1 of cef2334e0f0ead27b66f98839e355c417b64e5e754b03dd961bedcb541ad6e44
SHA1 of cef2334e0f0ead27b66f98839e355c417b64e5e754b03dd961bedcb541ad6e44"
"FileHash-SHA1","4f0cb9754a27bcb8aa170596ad523915f12c008e","SHA1 of 19fe432df435f2526bf12ca051d9c705b198ff459d5bf2bcabd1165954078bc9"
"FileHash-SHA1","517cb5ccae0d8f4d7c338bc29b3e16cb040159d6","SHA1 of 28c60efb8df7110cc81d0edbf9e695abcd14ea94f0d7d4290c23b4ed52a43d53"
"FileHash-SHA1","5ef85ba823c03ec5345c01525d10bea12f642b27","SHA1 of 334a20c8f7d3697fd4786cad40ac0919f3c0a780edd0d5c4535a43737f4367ed"
"FileHash-SHA1","07523e8576964ea1d38bccd9179e240cdf196a97","SHA1 of 3c0880ffab65d793601747d2397562778fb271e95280e6c23fca166e19699035"
"FileHash-SHA1","b88a591e6e10e5db9e9ef318ac986d69cf48ad8e","SHA1 of 4876dcdc60c621f3a040050512cf1101fb217a1400fb1899a6dd7e969a568315"
"FileHash-SHA1","eda058268d2cc02bc041cddd2616f34e6518d509","SHA1 of 4a9043de2497378115b5459f0648dcc1734ea700de3adf87e547af965ea17d3f"
"FileHash-SHA1","3e442179d54ab63f41bda2381849a6c6d0ab3003","SHA1 of 50cf3f9ebcdb8c461e205f25f064bc3790a80ad858ae755be27c756e48ae2e78"
"FileHash-SHA1","cf2e6be7d8f464a8ae44062407f228a298f60e51","SHA1 of 5114e290cb984a6d01d6aea8a97bde328f334d22cad07aac86c6ca15281dd3d1"
"FileHash-SHA1","4a1b13d6ffc2694c6f052082113df1d680aafeec","SHA1 of 520314f27f6898492cc6f1adede53b0794240423050ffcc3e4d3b04719e83cb3"
"FileHash-SHA1","96b59467cd7c40ebf2a9c0588dd33c4e880063ed","SHA1 of 7248bc8753fd9069509076b9b547c94f4fbe9d3745ac4d0a2436f2396e192410"
"FileHash-SHA1","5cf41c46095ef0a7423c54c2987c2a6db035a2e5","SHA1 of ab2452d76d45ce9312ea0b1489b35d74e7927794f8241e0a3344724194a3d154"
"FileHash-SHA1","86c7f9a6bd8cab2f0a2a7b99d77e893f00df0b3c","SHA1 of ae62fd6ad97b9833d48963333839235f5fd7b66bd0b55665cadaf5888327eca8"
"FileHash-SHA1","52825be5622f2ac4cad2745724d3b552c93d4b66","SHA1 of c119e5455aa0c908a81b58fe9e3c3e870accbf684faa910ce883b0d93a105e4e"
"FileHash-SHA1","55c1c67b4a1735ed0527dc40011b92d52dc64e48","SHA1 of ddf5b1178ace3fc008debb84e0509d186ca0cf68881a448d221b0de4eeb009c0"
"FileHash-SHA1","730a6625dfc1792c0c72e9eb9190c7efb344e89e","SHA1 of e72f593689c04b587a8e4eddab6325f7879750d711a8ff1bc4fd7240cddd1619"
"YARA","9634d412cf1df0bd721ecb8f9fa32b4c0983ec6e",""
"YARA","b81b9eeea3b7f468070ac45566408727dc35f99b",""
"YARA","49e14cc2f7287f2c79ece2abc0bf8d1344aab439",""
